LpId,LpTypeId,externalCameraId,x,y,Date,Hour,,,
1024168,1,Site46611WestFront2,35.255702,31.854076,1/6/2024,32:06.6,,,No
1150834,1,LPR-HIK-JER-77,35.1227,31.7134,1/6/2024,34:27.4,,,No
1150834,1,LPR-HIK-JER-122,35.119916,31.716628,1/6/2024,35:10.7,,,No
11475201,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,48:31.9,,,No
1051676,1,Site46611WestFront2,35.255702,31.854076,1/6/2024,51:39.5,,,No
11475201,4,136_91,35.289894,31.767723,1/6/2024,52:28.4,,,No
1024168,1,LPR-HIK-JER-28-1,35.224568,31.853262,1/6/2024,54:34.0,,,No
1051676,4,249_92,35.2519787,31.832347,1/6/2024,54:44.1,,,No
1147511,1,Site65161EastRear,35.1420641,32.1095346,1/6/2024,58:31.4,,,No
10836602,4,136_92,35.289894,31.767723,1/6/2024,55:42.0,,,No
10836602,1,LPR-HIK-JER-70,35.289782,31.784179,1/6/2024,57:47.7,,,No
10836602,1,LPR-HIK-JER-161,35.263855,31.783369,1/6/2024,00:03.9,,,No
1097467,1,Site46611WestFront2,35.255702,31.854076,1/6/2024,07:17.0,,,No
11475201,4,136_92,35.289894,31.767723,1/6/2024,11:40.6,,,No
11475201,1,LPR-HIK-JER-70,35.289782,31.784179,1/6/2024,13:45.8,,,No
11475201,1,LPR-HIK-JER-58-1,35.263174,31.783818,1/6/2024,16:06.9,,,No
1050087,1,Site69SouthRear,35.16897169,32.26413707,1/6/2024,19:20.0,,,No
1050087,4,8160_81,35.1582,32.2078,1/6/2024,22:43.4,,,No
11233902,1,Site66WestFront1,35.165001,32.109673,1/6/2024,23:22.7,,,No
1050087,1,Site1SouthFront2,35.17580788,32.217019,1/6/2024,23:31.5,,,No
1050087,1,Site1SouthFront1,35.17580788,32.21702375,1/6/2024,23:31.5,,,No
1045175,4,0166_91,35.01049,32.187153,1/6/2024,23:32.7,,,No
1050087,1,Site1WestRear1,35.17447658,32.21676914,1/6/2024,23:51.9,,,No
1045175,1,LPR-HIK-MKZ-140,35.000488,32.185502,1/6/2024,24:47.4,,,No
10836602,1,LPR-HIK-JER-38,35.261584,31.783971,1/6/2024,34:30.6,,,No
10836602,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,34:44.2,,,No
11329903,1,LPR-HIK-JER-32-1,35.216183,31.860145,1/6/2024,36:32.5,,,No
11329903,1,LPR-HIK-JER-20,35.17509,31.85727,1/6/2024,41:25.1,,,No
11645703,4,5127_91,35.291194,31.768001,1/6/2024,41:54.6,,,No
1037731,1,LPR-HIK-JER-13,35.19439,31.80083,1/6/2024,37:19.6,,,No
11475201,4,254_91,35.256149,31.853933,1/6/2024,43:20.0,,,No
11475201,4,254_91,35.256149,31.853933,1/6/2024,43:20.0,,,No
11475201,4,254_91,35.256149,31.853933,1/6/2024,43:20.0,,,No
11475201,1,Site46612EastRear1,35.2284,31.85411,1/6/2024,43:23.1,,,No
11216701,1,LPR-HIK-JER-71,35.2897828,31.7841793,1/6/2024,53:21.1,,,No
11216701,1,LPR-HIK-JER-161,35.263855,31.783369,1/6/2024,55:20.9,,,No
1087884,1,LPR-HIK-JER-138,35.205139,31.728214,1/6/2024,01:56.7,,,No
1075334,1,LPR-HIK-JER-16,35.191218,31.800925,1/6/2024,03:02.4,,,No
1047456,1,LPR-HIK-JER-6,35.2420857,31.808259,1/6/2024,06:54.1,,,No
1087884,1,LPR-HIK-JER-3,35.191073,31.72583,1/6/2024,06:54.9,,,No
1153511,1,LPR-HIK-JER-133,35.22762,31.862441,1/6/2024,08:44.4,,,No
1087884,1,LPR-HIK-JER-114,35.169831,31.70624,1/6/2024,09:39.7,,,No
1153511,1,LPR-HIK-JER-130-1,35.221492,31.860571,1/6/2024,11:26.0,,,No
11475201,1,Site46611WestFront2,35.255702,31.854076,1/6/2024,14:57.6,,,No
1087884,1,Site15NorthRear1,35.159819,31.685534,1/6/2024,15:02.8,,,No
1153511,1,LPR-HIK-JER-26,35.17698,31.87185,1/6/2024,15:28.6,,,No
1118750,4,255_82,35.0402427,32.2816059,1/6/2024,16:45.7,,,No
1118750,4,255_81,35.0402427,32.2816059,1/6/2024,16:50.4,,,No
1166279,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,19:10.2,,,No
1166279,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,19:11.2,,,No
11475201,1,Site68SouthRear3,35.27283933,31.823501,1/6/2024,22:12.9,,,No
1153511,1,LPR-HIK-MKZ-19,35.043621,31.896993,1/6/2024,22:34.2,,,No
11475201,1,LPR-HIK-JER-58-2,35.263174,31.783818,1/6/2024,26:09.0,,,No
11012203,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,26:24.9,,,No
11012203,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,26:26.1,,,No
1166279,1,Site65112EastFront,35.1388079,32.1090917,1/6/2024,26:26.6,,,No
1166279,4,141_90,35.1377,32.1098,1/6/2024,27:34.1,,,No
1166279,4,184_92,35.13282,32.113049,1/6/2024,28:10.3,,,No
1166279,4,184_91,35.13282,32.113049,1/6/2024,28:14.1,,,No
1011862,1,LPR-HIK-JER-51,35.111099,31.718702,1/7/2024,42:42.9,,,No
1011862,1,LPR-HIK-JER-121,35.119739,31.716478,1/7/2024,43:36.6,,,No
1011862,4,25_91,35.155511,31.705935,1/7/2024,48:16.2,,,No
1166279,4,184_91,35.13282,32.113049,1/6/2024,29:09.1,,,No
11012203,1,Site65111EastFront,35.140477,32.10947,1/6/2024,33:58.5,,,No
11012203,1,Site65162EastRear,35.142064,32.109535,1/6/2024,34:14.6,,,No
11012203,1,Site66KikarFront2,35.16501,32.10894,1/6/2024,35:42.3,,,No
11012203,1,Site66SouthFront1,35.165373,32.108801,1/6/2024,35:49.3,,,No
1118750,4,120_92,35.011358,32.186824,1/6/2024,40:34.0,,,No
1118750,4,0166_91,35.01049,32.187153,1/6/2024,41:17.7,,,No
1118750,1,LPR-HIK-MKZ-140,35.000488,32.185502,1/6/2024,41:44.0,,,No
1048110,1,LPR-HIK-JER-1,35.252192,31.827897,1/6/2024,46:07.1,,,No
1087884,4,211_92,35.202068,31.718383,1/6/2024,53:01.3,,,No
1048110,1,Site2-35152NorthFront,35.25117991,31.91076562,1/6/2024,56:00.1,,,No
11012203,1,Site66WestFront1,35.165001,32.109673,1/6/2024,56:02.2,,,No
1048110,1,Site67NorthFront2,35.2559523,31.95629991,1/6/2024,59:35.1,,,No
1048110,4,102_81,35.25175,31.99823,1/6/2024,02:37.0,,,No
1048110,4,102_81,35.25175,31.99823,1/6/2024,02:37.0,,,No
1048110,1,Site45NorthRear,35.25179419,31.99795357,1/6/2024,02:40.7,,,No
1075334,1,LPR-HIK-JER-13,35.19439,31.80083,1/6/2024,02:46.0,,,No
1128237,4,5127_91,35.291194,31.768001,1/6/2024,09:50.4,,,No
1128237,1,LPR-HIK-JER-70,35.289782,31.784179,1/6/2024,12:13.1,,,No
11587001,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,16:51.8,,,No
11587001,1,Site65111EastFront,35.140477,32.10947,1/6/2024,23:37.6,,,No
11587001,1,Site65162EastRear,35.142064,32.109535,1/6/2024,23:50.3,,,No
11587001,1,Site66KikarFront1,35.16501,32.10894,1/6/2024,25:14.8,,,No
11587001,1,Site66SouthFront1,35.165373,32.108801,1/6/2024,25:24.2,,,No
1112671,1,LPR-HIK-MKZ-42,35.03873,32.2802,1/6/2024,46:21.8,,,No
1112671,1,LPR-HIK-MKZ-6,35.039807,32.280088,1/6/2024,46:33.6,,,No
1068860,1,LPR-HIK-JER-3,35.191073,31.72583,1/6/2024,51:09.4,,,No
1112671,1,LPR-HIK-MKZ-41,35.03873,32.2802,1/6/2024,51:57.0,,,No
1112671,1,LPR-HIK-MKZ-41,35.03873,32.2802,1/6/2024,51:57.0,,,No
11028103,1,LPR-HIK-JER-71,35.2897828,31.7841793,1/6/2024,52:19.3,,,No
1068860,1,LPR-HIK-JER-114,35.169831,31.70624,1/6/2024,53:23.4,,,No
11028103,1,LPR-HIK-JER-160,35.263806,31.783301,1/6/2024,54:47.3,,,No
1047456,1,LPR-HIK-JER-5,35.241687,31.809385,1/6/2024,57:55.0,,,No
1047456,1,LPR-HIK-JER-4,35.2420857,31.808259,1/6/2024,58:00.3,,,No
11429401,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,00:17.6,,,No
11429401,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,00:19.9,,,No
11028103,1,LPR-HIK-JER-13,35.19439,31.80083,1/6/2024,02:06.7,,,No
11429401,1,Site65162EastRear,35.142064,32.109535,1/6/2024,08:07.2,,,No
11429401,1,Site66SouthFront1,35.165373,32.108801,1/6/2024,09:53.3,,,No
10958603,1,LPR-HIK-JER-138,35.205139,31.728214,1/6/2024,17:23.8,,,No
11022903,4,136_92,35.289894,31.767723,1/6/2024,24:06.0,,,No
11429401,1,Site66WestFront2,35.165001,32.109673,1/6/2024,24:24.0,,,No
11022903,1,LPR-HIK-JER-70,35.289782,31.784179,1/6/2024,26:08.2,,,No
11022903,1,LPR-HIK-JER-5,35.241687,31.809385,1/6/2024,31:53.3,,,No
11022903,1,LPR-HIK-JER-4,35.2420857,31.808259,1/6/2024,33:08.3,,,No
11329903,1,LPR-HIK-JER-21,35.17509,31.85727,1/6/2024,38:21.3,,,No
1036276,4,5127_91,35.291194,31.768001,1/6/2024,39:31.7,,,No
1087884,4,30_901,35.157733,31.704161,1/6/2024,46:57.2,,,No
11429401,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,50:28.7,,,No
11429401,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,50:29.6,,,No
11429401,1,Site65111EastFront,35.140477,32.10947,1/6/2024,57:00.3,,,No
11429401,1,Site66SouthFront1,35.165373,32.108801,1/6/2024,58:37.7,,,No
1166279,4,184_91,35.13282,32.113049,1/6/2024,59:01.9,,,No
1166279,4,184_93,35.13282,32.113049,1/6/2024,59:02.0,,,No
1104573,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,00:33.2,,,No
1104573,4,99_93,35.3268237,31.8057158,1/6/2024,05:53.7,,,No
11429401,1,Site66WestFront2,35.165001,32.109673,1/6/2024,06:34.0,,,No
1067485,1,LPR-HIK-JER-124,35.246901,31.714872,1/6/2024,06:40.1,,,No
1067485,1,Site102202NorthRear,35.24851886,31.70364398,1/6/2024,14:47.2,,,No
1104573,4,8222_92,35.49027464,31.79927428,1/6/2024,17:59.8,,,No
1116576,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,19:57.7,,,No
1037731,1,LPR-HIK-JER-32-1,35.216183,31.860145,1/6/2024,21:12.6,,,No
1027485,4,5127_93,35.291194,31.768001,1/6/2024,23:20.8,,,No
1131937,4,5127_91,35.291194,31.768001,1/6/2024,25:01.8,,,No
1131937,1,LPR-HIK-JER-70,35.289782,31.784179,1/6/2024,27:01.2,,,No
1131937,1,LPR-HIK-JER-160,35.263806,31.783301,1/6/2024,30:00.7,,,No
1131937,1,LPR-HIK-JER-13,35.19439,31.80083,1/6/2024,36:48.1,,,No
1067485,1,LPR-HIK-JER-9,35.247637,31.712889,1/6/2024,41:03.3,,,No
1029087,4,5127_93,35.291194,31.768001,1/6/2024,44:12.6,,,No
1067485,1,LPR-HIK-JER-123,35.246901,31.714872,1/6/2024,45:14.0,,,No
1087884,1,LPR-HIK-JER-3,35.191073,31.72583,1/6/2024,55:54.6,,,No
1087884,4,201_92,35.15971613,31.68576269,1/6/2024,02:41.6,,,No
1087884,1,Site15NorthRear1,35.159819,31.685534,1/6/2024,02:44.8,,,No
1024168,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,15:18.2,,,No
1077013,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,17:35.9,,,No
1024168,4,136_91,35.289894,31.767723,1/6/2024,18:23.5,,,No
1024168,4,136_94,35.289894,31.767723,1/6/2024,18:28.6,,,No
1077013,4,136_94,35.289894,31.767723,1/6/2024,21:35.5,,,No
1065668,4,9167_91,35.04818,32.10277,1/6/2024,22:36.6,,,No
11233902,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,22:43.2,,,No
11233902,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,22:44.2,,,No
1065668,4,9167_91,35.04818,32.10277,1/6/2024,25:02.8,,,No
1037731,1,LPR-HIK-JER-16,35.191218,31.800925,1/6/2024,26:32.3,,,No
11233902,1,Site65111EastFront,35.140477,32.10947,1/6/2024,29:38.4,,,No
11233902,1,Site65162EastRear,35.142064,32.109535,1/6/2024,29:51.0,,,No
11233902,1,Site66KikarFront1,35.16501,32.10894,1/6/2024,31:06.5,,,No
11233902,1,Site66SouthFront1,35.165373,32.108801,1/6/2024,31:15.6,,,No
11312903,4,198_91,35.078953,31.56074,1/6/2024,33:52.8,,,No
11312903,1,site34EastRear,35.100613,31.562836,1/6/2024,35:21.4,,,No
11312903,4,139_91,35.105923,31.563278,1/6/2024,35:50.6,,,No
11312903,1,Site310121EastFront,35.11837912,31.56453099,1/6/2024,36:23.1,,,No
11312903,1,Site310141NorthRear,35.11919826,31.56581624,1/6/2024,36:53.2,,,No
11312903,4,2103_94,35.1207179,31.5854521,1/6/2024,39:15.8,,,No
11312903,4,161_91,35.141773,31.651222,1/6/2024,45:52.9,,,No
1155634,1,LPR-HIK-JER-58-2,35.263174,31.783818,1/6/2024,48:48.7,,,No
11312903,4,661_901,35.15813,31.68419,1/6/2024,49:08.9,,,No
1065668,4,35_83,35.040403,32.063814,1/6/2024,53:51.2,,,No
1065668,4,35_81,35.040403,32.063814,1/6/2024,54:01.0,,,No
1065668,4,236_81,35.0632467,32.066777,1/6/2024,55:59.2,,,No
1065668,4,5_82,35.0640385,32.066654,1/6/2024,56:14.8,,,No
11022903,1,LPR-HIK-JER-6,35.2420857,31.808259,1/6/2024,58:24.4,,,No
1065668,4,9219_92,35.104216,32.0922273,1/6/2024,00:19.8,,,No
1075334,1,LPR-HIK-JER-16,35.191218,31.800925,1/6/2024,28:25.2,,,No
11216701,1,LPR-HIK-JER-38,35.261584,31.783971,1/6/2024,34:40.0,,,No
11216701,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,34:54.6,,,No
11312903,4,25_91,35.155511,31.705935,1/6/2024,35:00.5,,,No
11312903,4,0113_902,35.125997,31.706388,1/6/2024,37:58.5,,,No
1051676,1,LPR-HIK-JER-127,35.227695,31.862105,1/6/2024,40:37.4,,,No
1118750,1,LPR-HIK-MKZ-42,35.03873,32.2802,1/6/2024,50:41.6,,,No
1118750,1,LPR-HIK-MKZ-6,35.039807,32.280088,1/6/2024,50:47.9,,,No
11028103,1,LPR-HIK-JER-16,35.191218,31.800925,1/6/2024,53:12.4,,,No
1118750,4,6185_92,35.067434,32.277367,1/6/2024,53:20.1,,,No
1118750,4,2166_91,35.10339,32.26799,1/6/2024,55:59.3,,,No
1118750,1,Site18111EastFront,35.135383,32.288884,1/6/2024,58:35.6,,,No
1118750,4,47_92,35.135656,32.290747,1/6/2024,59:38.7,,,No
11028103,1,LPR-HIK-JER-38,35.261584,31.783971,1/6/2024,00:41.4,,,No
11028103,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,00:56.4,,,No
1015661,1,Site46611WestFront2,35.255702,31.854076,1/6/2024,08:17.8,,,No
1015661,4,254_91,35.256149,31.853933,1/6/2024,09:38.0,,,No
1015661,4,249_92,35.2519787,31.832347,1/6/2024,12:10.8,,,No
1050087,4,125_91,35.128498,32.184013,1/6/2024,23:24.7,,,No
1050087,4,187_81,35.098678,32.177414,1/6/2024,26:17.3,,,No
1050087,1,LPR-HIK-SHY-15-1,35.098983,32.177548,1/6/2024,26:21.5,,,No
1050087,4,63_82,35.0596,32.1837,1/6/2024,29:40.8,,,No
1050087,1,LPR-HIK-SHY-9-2,35.051267,32.182495,1/6/2024,30:26.7,,,No
1050087,4,9187_91,35.03019,32.183328,1/6/2024,32:08.5,,,No
1050087,4,0166_91,35.01049,32.187153,1/6/2024,33:37.8,,,No
1050087,1,LPR-HIK-MKZ-140,35.000488,32.185502,1/6/2024,34:32.9,,,No
11022903,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,34:54.8,,,No
11480302,1,Site2-3591EastFront,35.24956539,31.91002762,1/6/2024,37:54.2,,,No
1153511,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,1/6/2024,40:05.0,,,No
11480302,1,Site45NorthRear,35.25179419,31.99795357,1/6/2024,46:43.3,,,No
11312903,4,86_901,35.15813,31.68419,1/6/2024,46:51.8,,,No
11312903,4,148_93,35.142033,31.651754,1/6/2024,49:48.6,,,No
1157334,1,LPR-HIK-JER-51,35.111099,31.718702,1/6/2024,52:28.7,,,No
1157334,1,LPR-HIK-JER-121,35.119739,31.716478,1/6/2024,53:12.1,,,No
11312903,4,2103_91,35.1201007,31.5853727,1/6/2024,56:37.9,,,No
1075334,1,LPR-HIK-JER-13,35.19439,31.80083,1/6/2024,57:42.5,,,No
11312903,1,Site310131SouthFront,35.11919826,31.56581624,1/6/2024,58:51.9,,,No
11312903,1,Site310111WestRear,35.118374,31.56453,1/6/2024,59:09.7,,,No
11312903,4,175_91,35.117771,31.564427,1/6/2024,59:42.0,,,No
1054960,1,LPR-HIK-JER-27,35.17641,31.743485,1/6/2024,00:02.1,,,No
1054960,1,LPR-HIK-JER-131,35.170835,31.742552,1/6/2024,00:37.2,,,No
11312903,1,site34WestFront,35.1006077,31.56287443,1/6/2024,01:22.0,,,No
1042073,1,Site68SouthRear3,35.27283933,31.823501,1/6/2024,02:29.0,,,No
11480302,1,Site58NorthRear,35.35024594,32.04259801,1/6/2024,02:33.7,,,No
11312903,1,site34EastRear,35.100613,31.562836,1/6/2024,02:55.9,,,No
11169003,1,LPR-HIK-JER-26,35.17698,31.87185,1/7/2024,41:21.8,,,No
11480302,1,Site02133NorthRear,32.07349,35.354017,1/6/2024,05:11.6,,,Yes
11480302,4,4226_91,35.353973,32.07337673,1/6/2024,05:19.3,,,No
1131476,4,7210_91,35.2917385,32.0476887,1/6/2024,07:22.7,,,No
1005339,1,LPR-HIK-MKZ-42,35.03873,32.2802,1/7/2024,48:45.3,,,No
1128237,1,LPR-HIK-JER-38,35.261584,31.783971,1/6/2024,08:28.9,,,No
1128237,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,08:42.0,,,No
1054960,4,25_91,35.155511,31.705935,1/6/2024,12:40.6,,,No
1054960,1,LPR-HIK-JER-77,35.1227,31.7134,1/6/2024,16:24.2,,,No
1131476,4,Site59SouthFront1,35.28943816,32.04896004,1/6/2024,16:46.8,,,No
1054960,1,LPR-HIK-JER-122,35.119916,31.716628,1/6/2024,16:53.9,,,No
1131476,4,7210_92,35.2916064,32.0475861,1/6/2024,17:40.8,,,No
1131937,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,19:08.1,,,No
1005339,1,LPR-HIK-MKZ-41,35.03873,32.2802,1/7/2024,04:12.5,,,No
1015661,1,LPR-HIK-JER-1,35.252192,31.827897,1/6/2024,19:24.2,,,No
1150834,1,LPR-HIK-JER-51,35.111099,31.718702,1/6/2024,19:27.8,,,No
1150834,1,LPR-HIK-JER-121,35.119739,31.716478,1/6/2024,20:23.2,,,No
1131937,4,5127_93,35.291194,31.768001,1/6/2024,22:25.7,,,No
1059388,1,LPR-HIK-JER-16,35.191218,31.800925,1/6/2024,23:55.4,,,No
1015661,4,254_91,35.256149,31.853933,1/6/2024,24:14.1,,,No
1015661,4,254_91,35.256149,31.853933,1/6/2024,24:14.1,,,No
1015661,4,254_91,35.256149,31.853933,1/6/2024,24:14.1,,,No
1015661,1,Site46612EastRear1,35.2284,31.85411,1/6/2024,24:23.4,,,No
1150834,4,25_91,35.155511,31.705935,1/6/2024,25:02.6,,,No
1150834,4,30_901,35.157733,31.704161,1/6/2024,26:00.9,,,No
10810602,4,1181_82,35.0381,32.005,1/6/2024,26:27.5,,,No
11480302,4,9905_03,35.449068,32.206381,1/6/2024,26:34.0,,,No
10810602,4,229_81,35.043535,31.967296,1/6/2024,29:36.8,,,No
10810602,4,229_82,35.043535,31.967296,1/6/2024,30:50.6,,,No
10810602,1,LPR-HIK-MKZ-75,35.032443,31.94204,1/6/2024,32:15.4,,,No
1040971,1,LPR-HIK-JER-27,35.17641,31.743485,1/6/2024,42:47.9,,,No
1040971,1,LPR-HIK-JER-131,35.170835,31.742552,1/6/2024,43:22.8,,,No
11480302,4,9906_01,35.508154,32.370849,1/6/2024,43:55.0,,,No
11480302,1,LPR-HIK-ZFN-7,35.495444,32.400118,1/6/2024,46:32.1,,,No
10959402,4,89_91,35.142611,31.651473,1/6/2024,54:31.3,,,No
11587001,1,Site66WestFront1,35.165001,32.109673,1/6/2024,54:41.8,,,No
10959402,4,661_901,35.15813,31.68419,1/6/2024,58:50.1,,,No
10959402,4,30_901,35.157733,31.704161,1/6/2024,03:06.2,,,No
1037584,4,135_82,35.1269,32.104,1/6/2024,04:12.0,,,No
1097467,1,LPR-HIK-JER-32-1,35.216183,31.860145,1/6/2024,06:11.6,,,No
1059388,1,LPR-HIK-JER-13,35.19439,31.80083,1/6/2024,06:56.6,,,No
11645401,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,07:36.7,,,No
11645401,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,07:37.8,,,No
1097467,1,LPR-HIK-JER-20,35.17509,31.85727,1/6/2024,13:45.0,,,No
1097467,1,LPR-HIK-JER-21,35.17509,31.85727,1/6/2024,14:16.5,,,No
11645401,1,Site65111EastFront,35.140477,32.10947,1/6/2024,17:41.3,,,No
11645401,1,Site65162EastRear,35.142064,32.109535,1/6/2024,18:03.7,,,No
11645401,1,Site66KikarFront1,35.16501,32.10894,1/6/2024,20:17.9,,,No
11645401,1,Site66SouthFront1,35.165373,32.108801,1/6/2024,20:31.0,,,No
10959402,1,LPR-HIK-JER-38,35.261584,31.783971,1/6/2024,37:17.2,,,No
10959402,1,LPR-HIK-JER-126,35.263757,31.783185,1/6/2024,37:31.9,,,No
10995803,1,LPR-HIK-JER-71,35.2897828,31.7841793,1/6/2024,40:58.7,,,No
10995803,1,LPR-HIK-JER-159,35.263855,31.783369,1/6/2024,43:19.0,,,No
10707101,1,Site53WestFront1,35.09313768,31.9483192,1/6/2024,51:28.3,,,No
10707101,1,LPR-HIK-SHY-16-2,35.066738,31.961334,1/6/2024,53:33.9,,,No
1157334,1,LPR-HIK-JER-3,35.191073,31.72583,1/6/2024,55:04.6,,,No
10810602,1,LPR-HIK-MKZ-23,35.0333757,31.9405457,1/6/2024,00:09.9,,,No
10995803,1,LPR-HIK-JER-26,35.17698,31.87185,1/6/2024,00:34.1,,,No
10707101,4,1181_83,35.0381,32.005,1/6/2024,00:55.5,,,No
10810602,4,55_81,35.042153,31.9672,1/6/2024,03:03.2,,,No
10810602,4,1181_83,35.0381,32.005,1/6/2024,07:10.6,,,No
10995803,1,LPR-HIK-MKZ-20,35.043621,31.896993,1/6/2024,10:03.5,,,No
1075334,1,LPR-HIK-JER-16,35.191218,31.800925,1/6/2024,10:41.6,,,No
10707101,1,LPR-HIK-MKZ-3,35.005095,32.040869,1/6/2024,10:59.6,,,No
1075334,1,LPR-HIK-JER-20,35.17509,31.85727,1/6/2024,20:29.6,,,No
11127401,1,LPR-HIK-JER-77,35.1227,31.7134,1/6/2024,35:13.9,,,No
1021160,1,LPR-HIK-JER-26,35.17698,31.87185,1/6/2024,37:54.4,,,No
11632202,4,30_901,35.157733,31.704161,1/6/2024,42:45.8,,,No
1021160,1,LPR-HIK-MKZ-20,35.043621,31.896993,1/6/2024,46:17.8,,,No
1029185,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,48:14.8,,,No
1029185,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,48:15.0,,,No
11285902,1,GUSHLPR9,35.133584,31.644684,1/6/2024,50:06.8,,,No
11285902,1,GUSHLPR1,35.1328485,31.64688789,1/6/2024,52:32.5,,,No
1029185,1,Site65111EastFront,35.140477,32.10947,1/6/2024,55:35.6,,,No
1029185,1,Site65161EastRear,35.1420641,32.1095346,1/6/2024,55:50.6,,,No
1029185,1,Site66KikarFront1,35.16501,32.10894,1/6/2024,57:12.0,,,No
1029185,1,Site66SouthFront1,35.165373,32.108801,1/6/2024,57:22.2,,,No
1104573,1,LPR-HIK-SHY-18-2,35.449332,31.801654,1/6/2024,14:56.5,,,No
1146937,1,Site20NorthRear1,35.13306027,31.54172642,1/7/2024,30:17.9,,,No
1030385,1,LPR-HIK-DRM-58,34.9336548,31.3438859,1/6/2024,15:37.4,,,No
1104573,4,181_82,35.389266,31.819366,1/6/2024,20:24.5,,,No
1104573,1,LPR-HIK-SHY-19-2,35.32453,31.806939,1/6/2024,25:27.6,,,No
11123203,1,LPR-HIK-JER-26,35.17698,31.87185,1/6/2024,25:38.6,,,No
11385302,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,1/7/2024,33:45.4,,,No
11106501,1,Site46611WestFront2,35.255702,31.854076,1/6/2024,35:12.5,,,No
11106501,1,Site46611WestFront2,35.255702,31.854076,1/6/2024,35:14.0,,,No
1036037,1,LPR-HIK-MKZ-42,35.03873,32.2802,1/6/2024,40:31.2,,,No
1036037,1,LPR-HIK-MKZ-6,35.039807,32.280088,1/6/2024,40:40.6,,,No
1036037,4,936_92,35.066837,32.28032,1/6/2024,43:47.1,,,No
1036037,4,936_91,35.066837,32.28032,1/6/2024,43:52.2,,,No
1147511,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,50:28.1,,,No
1147511,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,50:28.3,,,No
1037584,1,LPR-HIK-MKZ-43,35.00765,32.10786,1/6/2024,55:36.5,,,No
1037584,1,LPR-HIK-MKZ-252,35.00765,32.10786,1/6/2024,55:37.4,,,No
1147511,1,Site65112EastFront,35.1388079,32.1090917,1/6/2024,58:14.5,,,No
1147511,1,Site66KikarFront1,35.16501,32.10894,1/6/2024,00:05.2,,,No
1067485,1,LPR-HIK-JER-11,35.232735,31.723975,1/6/2024,00:12.2,,,No
1147511,4,195_91,35.16687995,32.10889886,1/6/2024,00:22.0,,,No
1147511,4,548_91,35.202949,32.121854,1/6/2024,03:32.4,,,No
1037584,4,135_82,35.1269,32.104,1/6/2024,03:46.0,,,No
1024168,4,136_92,35.289894,31.767723,1/6/2024,06:13.7,,,No
1147511,4,7136_901,35.256567,32.116201,1/6/2024,06:52.1,,,No
1147511,4,3142_901,35.342195,32.105364,1/6/2024,12:28.6,,,No
1147511,4,347_91,35.348774,32.090988,1/6/2024,13:23.8,,,No
1147511,1,Site02122EastFront2,32.074282,35.35264,1/6/2024,14:48.5,,,Yes
1147511,4,4229_92,35.35381587,32.07310987,1/6/2024,15:00.3,,,No
11294202,4,227_91,35.463324,32.04817,1/7/2024,56:12.7,,,No
1147511,4,7111_91,35.349665,32.042729,1/6/2024,18:06.1,,,No
10995803,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,1/6/2024,19:38.9,,,No
11632202,1,LPR-HIK-JER-3,35.191073,31.72583,1/6/2024,30:16.5,,,No
1146937,1,LPR-HIK-DRM-158,34.942902,31.499584,1/6/2024,30:40.6,,,No
1146937,1,LPR-HIK-DRM-159,34.942902,31.499584,1/6/2024,31:02.3,,,No
1146937,4,111_91,34.961619,31.498796,1/6/2024,32:53.2,,,No
11632202,1,LPR-HIK-JER-114,35.169831,31.70624,1/6/2024,33:04.1,,,No
