LpId,LpTypeId,externalCameraId,x,y,Date,Hour,,,
1055532,4,227_83,35.504709,32.325945,12/28/2023,19:12.6,,,No
1119238,1,Site20WestFront,35.13214656,31.54174546,12/28/2023,19:12.9,,,No
1055532,4,9910_02,35.504576,32.325731,12/28/2023,19:16.4,,,No
11432603,1,LPR-HIK-JER-159,35.263855,31.783369,12/28/2023,19:56.8,,,No
1119238,1,Site20NorthRear1,35.13306027,31.54172642,12/28/2023,19:59.2,,,No
1119238,1,Site20NorthRear2,35.13307931,31.54172166,12/28/2023,20:00.0,,,No
11090503,1,Site68WestFront1,35.27288811,31.82351288,12/28/2023,20:27.8,,,No
1119238,4,7189_81,35.126646,31.561078,12/28/2023,22:14.7,,,No
1119238,4,7189_91,35.126646,31.561078,12/28/2023,22:49.7,,,No
1119238,1,Site310141NorthRear,35.11919826,31.56581624,12/28/2023,23:10.8,,,No
1145962,4,661_901,35.15813,31.68419,12/28/2023,23:38.7,,,No
1119238,4,2103_94,35.1207179,31.5854521,12/28/2023,25:35.1,,,No
1119238,4,2103_91,35.1201007,31.5853727,12/28/2023,25:39.0,,,No
1102588,1,Site2-35111WestRear,35.24918888,31.91019663,12/28/2023,26:07.8,,,No
1055532,4,9159_81,35.434536,32.328992,12/28/2023,27:28.2,,,No
1145962,4,25_91,35.155511,31.705935,12/28/2023,28:30.2,,,No
1153511,1,LPR-HIK-JER-133,35.22762,31.862441,12/28/2023,30:52.8,,,No
1145962,1,LPR-HIK-JER-77,35.1227,31.7134,12/28/2023,31:56.9,,,No
1153511,1,LPR-HIK-JER-130-1,35.221492,31.860571,12/28/2023,32:40.5,,,No
1102588,4,0639_91,35.2378992,31.9184311,12/28/2023,32:57.3,,,No
1153511,1,LPR-HIK-JER-32-1,35.216183,31.860145,12/28/2023,33:25.5,,,No
1102588,1,Site2-33NorthRear,35.228379,31.925613,12/28/2023,34:52.2,,,No
1086810,4,181_82,35.389266,31.819366,12/28/2023,40:19.7,,,No
1102588,1,Site2-33SouthFront,35.228286,31.925603,12/28/2023,46:10.2,,,No
1102588,4,97_81,35.2277197,31.925127,12/28/2023,46:21.6,,,No
1086810,1,LPR-HIK-JER-71,35.2897828,31.7841793,12/28/2023,48:35.3,,,No
1102588,1,Site2-3591EastFront,35.24956539,31.91002762,12/28/2023,50:26.1,,,No
1102588,1,Site2-35161SouthRear,35.25083425,31.9104651,12/28/2023,50:52.6,,,No
1086810,1,LPR-HIK-JER-159,35.263855,31.783369,12/28/2023,51:11.0,,,No
1021160,4,99_91,35.3267093,31.8056489,12/28/2023,52:20.7,,,No
1021160,1,LPR-HIK-SHY-19-2,35.32453,31.806939,12/28/2023,52:35.3,,,No
1131462,1,LPR-HIK-JER-3,35.191073,31.72583,12/28/2023,03:13.8,,,No
11285902,4,7189_81,35.126646,31.561078,12/28/2023,04:33.6,,,No
11285902,4,171_91,35.1268,31.5607,12/28/2023,05:18.4,,,No
1131462,1,LPR-HIK-JER-114,35.169831,31.70624,12/28/2023,06:14.0,,,No
11285902,1,LPR-HIK-SHY-3,35.131669,31.542215,12/28/2023,06:57.6,,,No
1093754,1,LPR-HIK-JER-27,35.17641,31.743485,12/28/2023,10:28.2,,,No
1093754,1,LPR-HIK-JER-131,35.170835,31.742552,12/28/2023,11:03.9,,,No
11480302,4,0639_91,35.2378992,31.9184311,12/28/2023,22:07.8,,,No
11480302,1,Site2-3591EastFront,35.24956539,31.91002762,12/28/2023,24:01.9,,,No
1053837,4,34_90,35.1348,32.10277,12/28/2023,24:28.0,,,No
1116576,4,136_92,35.289894,31.767723,12/28/2023,24:37.7,,,No
10951403,1,Site66WestFront2,35.165001,32.109673,12/28/2023,25:53.9,,,No
1116576,1,LPR-HIK-JER-70,35.289782,31.784179,12/28/2023,27:04.0,,,No
1116576,1,LPR-HIK-JER-160,35.263806,31.783301,12/28/2023,29:15.2,,,No
11285902,1,LPR-HIK-SHY-4,35.131748,31.542101,12/28/2023,32:00.1,,,No
11285902,1,Site20WestFront,35.13214656,31.54174546,12/28/2023,32:09.3,,,No
1054379,4,25_91,35.155511,31.705935,12/28/2023,32:57.8,,,No
11285902,2,Site20NorthRear1,35.13306027,31.54172642,12/28/2023,33:22.3,,,No
11285902,1,Site20NorthRear2,35.13307931,31.54172166,12/28/2023,33:22.9,,,No
11480302,4,102_81,35.25175,31.99823,12/28/2023,33:24.3,,,No
11480302,4,102_81,35.25175,31.99823,12/28/2023,33:24.3,,,No
11480302,4,102_81,35.25175,31.99823,12/28/2023,33:24.3,,,No
11480302,1,Site45NorthRear,35.25179419,31.99795357,12/28/2023,33:27.0,,,No
1054379,4,30_901,35.157733,31.704161,12/28/2023,34:23.0,,,No
11285902,4,7189_81,35.126646,31.561078,12/28/2023,35:50.2,,,No
11285902,4,7189_91,35.126646,31.561078,12/28/2023,36:19.4,,,No
11090503,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,45:23.0,,,No
11285902,1,Site310141NorthRear,35.11919826,31.56581624,12/28/2023,36:42.1,,,No
11169003,1,LPR-HIK-JER-70,35.289782,31.784179,12/28/2023,38:29.6,,,No
1136850,1,LPR-HIK-JER-5,35.241687,31.809385,12/28/2023,38:59.2,,,No
1136850,1,LPR-HIK-JER-4,35.2420857,31.808259,12/28/2023,39:06.5,,,No
1155634,1,LPR-HIK-JER-26,35.17698,31.87185,12/28/2023,39:59.8,,,No
1085387,1,LPR-HIK-JER-3,35.191073,31.72583,12/28/2023,47:47.8,,,No
10908901,4,9219_92,35.104216,32.0922273,12/28/2023,40:56.0,,,No
1024168,1,LPR-HIK-JER-127,35.227695,31.862105,12/28/2023,41:59.4,,,No
1021160,1,Site68WestFront1,35.27288811,31.82351288,12/28/2023,42:31.2,,,No
1147511,4,7210_91,35.2917385,32.0476887,12/28/2023,45:02.0,,,No
1136850,1,LPR-HIK-JER-6,35.2420857,31.808259,12/28/2023,47:33.0,,,No
11480302,1,Site58NorthRear,32.042354,35.349874,12/28/2023,48:59.2,,,Yes
11480302,4,7111_92,35.349804,32.041819,12/28/2023,49:10.1,,,No
1048556,1,Site66WestFront2,35.165001,32.109673,12/28/2023,50:53.1,,,No
11480302,1,Site02133NorthRear,32.07349,35.354017,12/28/2023,51:53.6,,,Yes
1077462,4,9910_03,35.504576,32.325731,12/28/2023,53:25.0,,,No
1077462,4,9910_02,35.504576,32.325731,12/28/2023,53:26.4,,,No
1110960,1,LPR-HIK-JER-16,35.191218,31.800925,12/28/2023,56:11.4,,,No
11480302,4,4192_90,35.379262,32.088985,12/28/2023,56:53.9,,,No
1019766,1,LPR-HIK-MKZ-41,35.03873,32.2802,12/28/2023,56:56.0,,,No
11169003,1,LPR-HIK-JER-26,35.17698,31.87185,12/28/2023,56:56.8,,,No
11480302,4,9903_02,35.380631,32.089731,12/28/2023,57:25.2,,,No
11480302,4,9903_03,35.380631,32.089731,12/28/2023,57:33.4,,,No
1024168,1,Site46611WestFront2,35.255702,31.854076,12/28/2023,58:22.8,,,No
1077462,4,9906_01,35.508154,32.370849,12/28/2023,59:12.2,,,No
1077462,1,LPR-HIK-ZFN-7,35.495444,32.400118,12/28/2023,02:11.0,,,No
1110960,1,LPR-HIK-JER-5,35.241687,31.809385,12/28/2023,02:47.0,,,No
1110960,1,LPR-HIK-JER-4,35.2420857,31.808259,12/28/2023,02:54.4,,,No
11169003,1,LPR-HIK-MKZ-19,35.043621,31.896993,12/28/2023,04:21.6,,,No
1051676,1,Site46611WestFront2,35.255702,31.854076,12/28/2023,04:22.2,,,No
1051676,4,249_92,35.2519787,31.832347,12/28/2023,07:38.7,,,No
1102674,4,136_92,35.289894,31.767723,12/28/2023,09:11.0,,,No
1102674,1,LPR-HIK-JER-70,35.289782,31.784179,12/28/2023,11:17.3,,,No
1136850,1,LPR-HIK-JER-27,35.17641,31.743485,12/28/2023,11:33.6,,,No
1136850,1,LPR-HIK-JER-131,35.170835,31.742552,12/28/2023,12:14.0,,,No
1102674,1,LPR-HIK-JER-159,35.263855,31.783369,12/28/2023,13:20.0,,,No
11480302,4,9905_03,35.449068,32.206381,12/28/2023,15:39.6,,,No
1147561,4,30_901,35.157733,31.704161,12/28/2023,16:16.5,,,No
11475201,1,Site68WestFront1,35.27288811,31.82351288,12/28/2023,23:51.3,,,No
11572501,1,LPR-HIK-DRM-58,34.9336548,31.3438859,12/28/2023,23:56.3,,,No
11572501,4,65_90,34.942919,31.359152,12/28/2023,26:34.6,,,No
11475201,4,254_91,35.256149,31.853933,12/28/2023,30:56.5,,,No
11475201,1,Site46612EastRear1,35.2284,31.85411,12/28/2023,31:00.8,,,No
11177501,1,LPR-HIK-JER-11,35.232735,31.723975,12/28/2023,36:44.9,,,No
11177501,1,LPR-HIK-JER-124,35.246901,31.714872,12/28/2023,38:57.0,,,No
11177501,1,Site102212SouthRear,35.24824522,31.70401518,12/28/2023,40:24.2,,,No
11177501,2,Site102211SouthRear,35.24827377,31.703989,12/28/2023,43:31.8,,,No
11177501,1,LPR-HIK-JER-9,35.247637,31.712889,12/28/2023,44:24.9,,,No
11177501,1,LPR-HIK-JER-123,35.246901,31.714872,12/28/2023,44:47.7,,,No
1024168,1,LPR-HIK-JER-28-1,35.224568,31.853262,12/28/2023,49:18.3,,,No
1057662,1,LPR-HIK-JER-77,35.1227,31.7134,12/28/2023,50:21.2,,,No
1105484,4,154_82,35.4023,31.5582,12/28/2023,51:24.2,,,No
1072037,1,LPR-HIK-MKZ-43,35.00765,32.10786,12/28/2023,53:11.6,,,No
1072037,1,LPR-HIK-MKZ-252,35.00765,32.10786,12/28/2023,53:13.1,,,No
11464702,1,LPR-HIK-JER-51,35.111099,31.718702,12/28/2023,53:50.7,,,No
1105484,1,LPR-HIK-SHY-2,35.40727,31.58117,12/28/2023,53:58.9,,,No
11464702,1,LPR-HIK-JER-121,35.119739,31.716478,12/28/2023,54:44.0,,,No
11464702,4,25_91,35.155511,31.705935,12/28/2023,00:21.9,,,No
1072037,1,Site65111EastFront,35.140477,32.10947,12/28/2023,00:45.2,,,No
11464702,4,30_901,35.157733,31.704161,12/28/2023,01:48.4,,,No
1072037,1,Site65162EastRear,35.142064,32.109535,12/28/2023,01:53.1,,,No
1166279,1,LPR-HIK-MKZ-43,35.00765,32.10786,12/28/2023,01:58.4,,,No
1166279,1,LPR-HIK-MKZ-252,35.00765,32.10786,12/28/2023,02:01.6,,,No
1072037,1,Site66KikarFront1,35.16501,32.10894,12/28/2023,03:44.1,,,No
1072037,4,548_91,35.202949,32.121854,12/28/2023,07:28.0,,,No
1117733,4,236_81,35.0632467,32.066777,12/28/2023,10:29.7,,,No
1027485,4,136_94,35.289894,31.767723,12/28/2023,48:12.6,,,No
1117733,1,LPR-HIK-SHY-17-1,35.040916,32.063831,12/28/2023,12:09.8,,,No
1072037,4,7136_901,35.256567,32.116201,12/28/2023,12:36.1,,,No
1105484,4,250_91,35.50349968,31.77320449,12/28/2023,13:06.0,,,No
11159902,4,63_82,35.0596,32.1837,12/28/2023,15:35.2,,,No
11159902,1,LPR-HIK-SHY-9-2,35.051267,32.182495,12/28/2023,16:26.0,,,No
11159902,4,9187_91,35.03019,32.183328,12/28/2023,18:29.3,,,No
11511901,1,LPR-HIK-JER-26,35.17698,31.87185,12/28/2023,19:00.7,,,No
11159902,4,131_91,35.012236,32.187282,12/28/2023,19:49.4,,,No
1072037,4,80_90,35.272509,32.176568,12/28/2023,22:24.6,,,No
1086810,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,22:39.4,,,No
1105484,4,189_82,35.461481,31.895099,12/28/2023,25:52.8,,,No
11460903,4,34_90,35.1348,32.10277,12/28/2023,26:27.9,,,No
11511901,1,LPR-HIK-MKZ-19,35.043621,31.896993,12/28/2023,26:49.3,,,No
1086810,4,5127_93,35.291194,31.768001,12/28/2023,26:58.2,,,No
1022939,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,12/28/2023,27:07.8,,,No
1059388,1,LPR-HIK-JER-16,35.191218,31.800925,12/28/2023,29:05.6,,,No
11093803,1,LPR-HIK-JER-11,35.232735,31.723975,12/28/2023,29:45.8,,,No
1085387,1,LPR-HIK-JER-51,35.111099,31.718702,12/28/2023,30:33.9,,,No
1139539,1,Site66SouthFront1,35.165373,32.108801,12/28/2023,02:43.1,,,No
1085387,1,LPR-HIK-JER-121,35.119739,31.716478,12/28/2023,31:39.7,,,No
11093803,1,LPR-HIK-JER-124,35.246901,31.714872,12/28/2023,31:43.1,,,No
11093803,1,Site102212SouthRear,35.24824522,31.70401518,12/28/2023,33:04.4,,,No
11093803,4,107_91,35.2375,31.669,12/28/2023,37:00.4,,,No
11093803,1,Site101081SouthWestRear,35.23773514,31.66889671,12/28/2023,37:06.7,,,No
1085387,4,25_91,35.155511,31.705935,12/28/2023,37:10.1,,,No
1105484,4,4140_82,35.445775,32.022748,12/28/2023,37:36.3,,,No
1105484,1,LPR-HIK-SHY-22-1,35.463311,32.046753,12/28/2023,39:55.8,,,No
1105484,4,9902_03,35.463069,31.908981,12/28/2023,40:05.1,,,No
1105484,4,9911_04,35.470212,32.054765,12/28/2023,40:55.2,,,No
11022603,1,LPR-HIK-MKZ-43,35.00765,32.10786,12/28/2023,43:21.4,,,No
11022603,1,LPR-HIK-MKZ-252,35.00765,32.10786,12/28/2023,43:23.2,,,No
11464501,1,LPR-HIK-JER-114,35.169831,31.70624,12/28/2023,48:12.5,,,No
1112671,4,255_82,35.0402427,32.2816059,12/28/2023,49:58.1,,,No
1043562,1,Site2-33SouthFront,35.228286,31.925603,12/28/2023,50:30.8,,,No
1043562,4,97_82,35.2277197,31.925127,12/28/2023,50:40.9,,,No
1043562,4,97_81,35.2277197,31.925127,12/28/2023,50:55.0,,,No
11022603,4,141_90,35.1377,32.1098,12/28/2023,51:15.5,,,No
1085888,1,Site46611WestFront2,35.255702,31.854076,12/28/2023,52:25.3,,,No
1043562,1,Site2-35162SouthRear,35.25083425,31.9104651,12/28/2023,52:26.3,,,No
11022603,1,LPR-HIK-SHY-26,35.116581,32.113416,12/28/2023,53:10.9,,,No
11572501,4,65_90,34.942919,31.359152,12/28/2023,55:39.3,,,No
11285902,1,LPR-HIK-JER-3,35.191073,31.72583,12/28/2023,20:38.1,,,No
11022603,1,LPR-HIK-SHY-27,35.1168853,32.1131699,12/28/2023,56:18.6,,,No
1011862,1,LPR-HIK-JER-3,35.191073,31.72583,12/28/2023,22:30.2,,,No
11572501,1,LPR-HIK-DRM-156,34.934131,31.345369,12/28/2023,57:29.1,,,No
1060988,1,LPR-HIK-MKZ-2,35.006085,32.040225,12/28/2023,02:13.6,,,No
1022939,1,LPR-HIK-SHY-19-1,35.32453,31.806939,12/28/2023,06:13.4,,,No
11123203,4,8222_92,35.49027464,31.79927428,12/28/2023,29:11.3,,,No
10821101,4,25_91,35.155511,31.705935,12/28/2023,10:45.5,,,No
10798302,1,LPR-HIK-JER-104,35.05324,31.67078,12/28/2023,17:38.6,,,No
1075334,1,LPR-HIK-JER-16,35.191218,31.800925,12/28/2023,22:02.2,,,No
11511901,1,LPR-HIK-MKZ-23,35.0333757,31.9405457,12/28/2023,23:14.0,,,No
11511901,4,33_82,35.031632,31.945002,12/28/2023,24:03.0,,,No
1011862,1,LPR-HIK-JER-173,35.169831,31.70624,12/28/2023,32:23.7,,,No
1087884,1,LPR-HIK-JER-13,35.19439,31.80083,12/28/2023,24:06.3,,,No
10798302,4,159_92,35.106345,31.675219,12/28/2023,24:15.2,,,No
11511901,4,55_81,35.042153,31.9672,12/28/2023,25:57.7,,,No
1011862,4,86_901,35.15813,31.68419,12/28/2023,39:21.5,,,No
10798302,1,Site9SouthFront2,35.11612446,31.65569784,12/28/2023,26:34.6,,,No
10798302,4,9229_91,35.115611,31.654964,12/28/2023,26:43.9,,,No
10798302,1,Site9EastFront2,35.11732133,31.65504825,12/28/2023,26:51.6,,,No
1055532,4,9159_82,35.434536,32.328992,12/28/2023,28:15.1,,,No
1011862,1,GUSHLPR10,NULL,NULL,12/28/2023,43:20.1,,,No
1030432,1,LPR-HIK-MKZ-43,35.00765,32.10786,12/28/2023,30:39.7,,,No
1030432,1,LPR-HIK-MKZ-252,35.00765,32.10786,12/28/2023,30:41.1,,,No
11093803,4,1012_901,35.23772,31.66885,12/28/2023,31:36.0,,,No
1019852,1,LPR-HIK-JER-38,35.261584,31.783971,12/28/2023,34:20.2,,,No
1011862,4,2103_91,35.1201007,31.5853727,12/28/2023,51:43.8,,,No
1019852,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,34:34.9,,,No
11093803,1,LPR-HIK-JER-9,35.247637,31.712889,12/28/2023,36:20.7,,,No
11093803,1,LPR-HIK-JER-123,35.246901,31.714872,12/28/2023,36:37.4,,,No
1030432,1,Site65112EastFront,35.1388079,32.1090917,12/28/2023,36:54.4,,,No
1030432,1,Site65161EastRear,35.1420641,32.1095346,12/28/2023,37:07.2,,,No
1002939,1,LPR-HIK-ZFN-3,35.495251,32.400056,12/28/2023,56:20.5,,,No
1002939,1,LPR-HIK-ZFN-7,35.495444,32.400118,12/28/2023,56:23.9,,,No
1019852,4,136_94,35.289894,31.767723,12/28/2023,38:13.4,,,No
1030432,1,Site66KikarFront1,35.16501,32.10894,12/28/2023,38:26.4,,,No
1030432,1,Site66SouthFront1,35.165373,32.108801,12/28/2023,38:34.5,,,No
1011862,1,Site310111WestRear,35.118374,31.56453,12/28/2023,00:51.3,,,No
1011862,1,Site310111WestRear,35.118374,31.56453,12/28/2023,00:53.4,,,No
1019852,4,136_92,35.289894,31.767723,12/28/2023,38:35.6,,,No
1166279,1,LPR-HIK-MKZ-43,35.00765,32.10786,12/28/2023,39:00.4,,,No
1004134,1,Site46611WestFront2,35.255702,31.854076,12/28/2023,04:50.4,,,No
1166279,1,LPR-HIK-MKZ-252,35.00765,32.10786,12/28/2023,39:01.5,,,No
1011862,1,Site34343NorthRear1,35.10056484,31.56308429,12/28/2023,08:03.6,,,No
1055532,4,9906_02,35.508154,32.370849,12/28/2023,39:46.6,,,No
1002939,4,9906_03,35.508154,32.370849,12/28/2023,11:48.8,,,No
1055532,4,9906_01,35.508154,32.370849,12/28/2023,39:57.2,,,No
1002939,1,LPR-HIK-ZFN-7,35.495444,32.400118,12/28/2023,15:08.9,,,No
11511901,4,35_81,35.040403,32.063814,12/28/2023,41:13.6,,,No
11511901,1,LPR-HIK-SHY-17-2,35.040916,32.063831,12/28/2023,41:17.5,,,No
1013234,1,LPR-HIK-JER-51,35.111099,31.718702,12/28/2023,18:31.4,,,No
1013234,1,LPR-HIK-JER-121,35.119739,31.716478,12/28/2023,20:03.7,,,No
1055532,1,LPR-HIK-ZFN-7,35.495444,32.400118,12/28/2023,42:33.1,,,No
11511901,4,5_82,35.0640385,32.066654,12/28/2023,43:18.9,,,No
1060988,1,LPR-HIK-MKZ-3,35.005095,32.040869,12/28/2023,45:35.3,,,No
1166279,1,Site65112EastFront,35.1388079,32.1090917,12/28/2023,46:28.9,,,No
1166279,4,141_90,35.1377,32.1098,12/28/2023,47:16.6,,,No
1027485,4,136_93,35.289894,31.767723,12/28/2023,47:31.5,,,No
1013234,4,86_901,35.15813,31.68419,12/28/2023,27:13.6,,,No
11022903,1,LPR-HIK-JER-38,35.261584,31.783971,12/28/2023,47:57.3,,,No
11022903,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,48:11.0,,,No
1027485,4,5127_93,35.291194,31.768001,12/28/2023,48:15.0,,,No
1166279,4,184_92,35.13282,32.113049,12/28/2023,48:18.4,,,No
1166279,4,184_91,35.13282,32.113049,12/28/2023,48:28.5,,,No
11511901,4,9219_92,35.104216,32.0922273,12/28/2023,48:46.0,,,No
11511901,1,Site65112EastFront,35.1388079,32.1090917,12/28/2023,51:11.4,,,No
11511901,1,Site65161EastRear,35.1420641,32.1095346,12/28/2023,51:46.3,,,No
11511901,1,Site66KikarFront2,35.16501,32.10894,12/28/2023,53:12.9,,,No
11511901,1,Site66EastFront,35.165969,32.108899,12/28/2023,53:30.4,,,No
11285902,4,146_90,35.131545,31.644087,12/28/2023,54:47.9,,,No
11511901,4,548_91,35.202949,32.121854,12/28/2023,56:36.5,,,No
11312903,4,139_91,35.105923,31.563278,12/28/2023,01:33.0,,,No
1155634,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,12/28/2023,02:06.5,,,No
1013234,1,Site310111WestRear,35.118374,31.56453,12/28/2023,42:55.0,,,No
1013234,4,175_91,35.117771,31.564427,12/28/2023,43:20.5,,,No
11312903,1,Site310141NorthRear,35.11919826,31.56581624,12/28/2023,02:53.2,,,No
11511901,4,7136_901,35.256567,32.116201,12/28/2023,04:21.3,,,No
1013234,4,139_91,35.105923,31.563278,12/28/2023,47:55.5,,,No
1030432,4,0203_81,35.262089,32.163723,12/28/2023,04:30.2,,,No
1051676,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,05:25.1,,,No
10995803,1,LPR-HIK-JER-38,35.261584,31.783971,12/28/2023,06:01.3,,,No
10995803,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,06:16.1,,,No
1077013,4,136_92,35.289894,31.767723,12/28/2023,06:45.1,,,No
1031584,1,LPR-HIK-MKZ-43,35.00765,32.10786,12/28/2023,56:43.2,,,No
1119238,1,LPR-HIK-JER-3,35.191073,31.72583,12/28/2023,08:03.2,,,No
1051676,4,136_94,35.289894,31.767723,12/28/2023,08:56.6,,,No
1077013,1,LPR-HIK-JER-70,35.289782,31.784179,12/28/2023,09:07.0,,,No
1031584,4,1025_902,35.10365258,32.09160293,12/28/2023,02:21.0,,,No
1051676,4,136_91,35.289894,31.767723,12/28/2023,09:21.4,,,No
1119238,1,LPR-HIK-JER-114,35.169831,31.70624,12/28/2023,10:57.7,,,No
11022603,1,LPR-HIK-SHY-26,35.116581,32.113416,12/28/2023,11:05.5,,,No
10884801,1,LPR-HIK-MKZ-43,35.00765,32.10786,12/28/2023,11:41.2,,,No
10884801,1,LPR-HIK-MKZ-252,35.00765,32.10786,12/28/2023,11:41.3,,,No
1077013,1,LPR-HIK-JER-161,35.263855,31.783369,12/28/2023,11:47.1,,,No
11511901,4,69_90,35.272419,32.175839,12/28/2023,13:37.7,,,No
11464501,1,Site9WestRear1,35.11716428,31.65516009,12/28/2023,14:01.2,,,No
1105484,4,9911_02,35.470212,32.054765,12/28/2023,14:07.1,,,No
1105484,4,9911_03,35.470212,32.054765,12/28/2023,14:14.3,,,No
11312903,4,661_901,35.15813,31.68419,12/28/2023,16:50.6,,,No
11285902,1,LPR-HIK-JER-138,35.205139,31.728214,12/28/2023,18:13.2,,,No
1105484,4,9911_01,35.470212,32.054765,12/28/2023,18:16.2,,,No
10884801,1,Site65111EastFront,35.140477,32.10947,12/28/2023,18:22.2,,,No
1105484,1,LPR-HIK-SHY-25,35.463757,32.048606,12/28/2023,19:50.6,,,No
1105484,4,9902_01,35.463069,31.908981,12/28/2023,19:54.4,,,No
1105484,1,LPR-HIK-SHY-30-2,35.462968,32.048372,12/28/2023,20:05.0,,,No
10884801,1,Site66SouthFront1,35.165373,32.108801,12/28/2023,20:45.4,,,No
1119238,1,GUSHLPR1,35.1328485,31.64688789,12/28/2023,25:22.6,,,No
10688402,1,LPR-HIK-JER-70,35.289782,31.784179,12/28/2023,26:57.4,,,No
1068860,1,LPR-HIK-JER-3,35.191073,31.72583,12/28/2023,27:41.5,,,No
1068860,1,LPR-HIK-JER-114,35.169831,31.70624,12/28/2023,31:15.1,,,No
1119238,1,Site310131SouthFront,35.11919826,31.56581624,12/28/2023,34:36.8,,,No
1029087,4,136_93,35.289894,31.767723,12/28/2023,35:02.6,,,No
1119238,4,7189_81,35.126646,31.561078,12/28/2023,35:39.5,,,No
1077013,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,26:18.2,,,No
1029087,4,5127_91,35.291194,31.768001,12/28/2023,36:24.4,,,No
1119238,4,171_91,35.1268,31.5607,12/28/2023,36:24.6,,,No
1119238,4,7189_91,35.126646,31.561078,12/28/2023,36:37.1,,,No
1024168,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,36:54.1,,,No
1119238,4,Site20WestRear,35.13268908,31.54183588,12/28/2023,37:53.1,,,No
1119238,1,LPR-HIK-SHY-3,35.131669,31.542215,12/28/2023,38:02.4,,,No
1030432,4,124_82,35.184777,32.199902,12/28/2023,39:22.8,,,No
11464501,4,161_92,35.142069,31.651386,12/28/2023,40:08.2,,,No
1024168,4,136_94,35.289894,31.767723,12/28/2023,40:09.9,,,No
1024168,4,136_91,35.289894,31.767723,12/28/2023,40:33.0,,,No
1030432,4,78_90,35.177327,32.215976,12/28/2023,40:45.9,,,No
1022172,1,LPR-HIK-JER-6,35.2420857,31.808259,12/28/2023,42:07.5,,,No
1029087,4,136_94,35.289894,31.767723,12/28/2023,42:28.3,,,No
1071052,1,LPR-HIK-DRM-58,34.9336548,31.3438859,12/28/2023,43:02.0,,,No
1036276,1,LPR-HIK-JER-13,35.19439,31.80083,12/28/2023,43:53.0,,,No
11022903,4,136_92,35.289894,31.767723,12/28/2023,46:25.3,,,No
1071052,4,6233_81,34.942919,31.359152,12/28/2023,46:38.5,,,No
1013437,1,LPR-HIK-MKZ-43,35.00765,32.10786,12/28/2023,46:56.6,,,No
1013437,1,LPR-HIK-MKZ-252,35.00765,32.10786,12/28/2023,46:58.8,,,No
11022903,1,LPR-HIK-JER-70,35.289782,31.784179,12/28/2023,48:30.7,,,No
1036276,4,5127_91,35.291194,31.768001,12/28/2023,49:13.0,,,No
1027485,4,5127_91,35.291194,31.768001,12/28/2023,52:30.8,,,No
1030432,4,187_81,35.098678,32.177414,12/28/2023,53:17.2,,,No
11022903,1,LPR-HIK-JER-160,35.263806,31.783301,12/28/2023,53:42.5,,,No
1027485,1,LPR-HIK-JER-70,35.289782,31.784179,12/28/2023,54:41.8,,,No
1013437,1,Site65111EastFront,35.140477,32.10947,12/28/2023,55:39.2,,,No
10828001,1,LPR-HIK-MKZ-2,35.006085,32.040225,12/28/2023,55:51.5,,,No
10828001,4,185_82,35.0132,32.0354,12/28/2023,56:54.8,,,No
1030432,4,63_82,35.0596,32.1837,12/28/2023,57:18.5,,,No
1013437,1,Site66KikarFront1,35.16501,32.10894,12/28/2023,57:33.4,,,No
1013437,1,Site66SouthFront1,35.165373,32.108801,12/28/2023,57:42.4,,,No
1030432,4,9187_91,35.03019,32.183328,12/28/2023,59:28.3,,,No
1027485,1,LPR-HIK-JER-160,35.263806,31.783301,12/28/2023,59:39.4,,,No
1030432,4,131_91,35.012236,32.187282,12/28/2023,00:40.5,,,No
1030432,4,0166_91,35.01049,32.187153,12/28/2023,01:24.0,,,No
1036276,4,8222_92,35.49027464,31.79927428,12/28/2023,03:39.2,,,No
11511901,1,Site5WestFront2,35.27297793,32.1762319,12/28/2023,04:00.3,,,No
11511901,4,80_90,35.272509,32.176568,12/28/2023,04:09.4,,,No
11511901,4,69_90,35.272419,32.175839,12/28/2023,04:21.1,,,No
11511901,1,Site5SouthRear2,35.27224744,32.17586073,12/28/2023,04:23.1,,,No
1036276,4,250_91,35.50349968,31.77320449,12/28/2023,05:50.1,,,No
1057662,1,LPR-HIK-JER-77,35.1227,31.7134,12/28/2023,09:34.8,,,No
10828001,1,Site2-67NorthFront,35.129354,32.012889,12/28/2023,09:43.3,,,No
1057662,1,LPR-HIK-JER-122,35.119916,31.716628,12/28/2023,10:14.3,,,No
10828001,4,9142_81,35.131297,32.010108,12/28/2023,10:19.2,,,No
10828001,4,9142_84,35.131297,32.010108,12/28/2023,10:25.5,,,No
1105484,1,LPR-HIK-SHY-30-1,35.462968,32.048372,12/28/2023,10:37.8,,,No
1155634,1,LPR-HIK-JER-126,35.263757,31.783185,12/28/2023,10:38.5,,,No
