LpId,LpTypeId,externalCameraId,x,y,Date,Hour
1071052,1,LPR-HIK-DRM-6,34.933608,31.343694,2023-12-20,06:54:02.877
10995803,1,LPR-HIK-JER-159,35.263855,31.783369,2023-12-20,06:56:58.559
11248501,4,91_92,35.177219,31.71605,2023-12-20,06:57:07.164
1019852,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,06:57:11.144
1102588,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,2023-12-20,06:57:33.872
1110168,1,Site1EastFront2,35.1744158999396,32.2166501718525,2023-12-20,06:59:38.030
1110168,1,Site1NorthRear,35.1758316792381,32.2170237539927,2023-12-20,06:59:57.056
1045175,4,0166_91,35.01049,32.187153,2023-12-20,07:01:20.407
10711301,4,33_81,35.031632,31.945002,2023-12-20,07:01:59.562
10711301,1,LPR-HIK-MKZ-75,35.032443,31.94204,2023-12-20,07:02:06.994
11248501,4,91_92,35.177219,31.71605,2023-12-20,07:03:51.527
1078831,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,2023-12-20,07:04:12.408
10836602,1,LPR-HIK-JER-139,35.259364,31.798879,2023-12-20,07:12:42.527
1000963,1,LPR-HIK-JER-38,35.261584,31.783971,2023-12-20,14:29:05.948
1000963,1,LPR-HIK-JER-126,35.263757,31.783185,2023-12-20,14:29:22.170
1098463,1,LPR-HIK-MKZ-7,34.998507,32.184376,2023-12-20,07:16:46.203
1049673,4,63_82,35.0596,32.1837,2023-12-20,07:16:57.751
10688402,1,LPR-HIK-JER-70,35.289782,31.784179,2023-12-20,07:17:06.635
1000963,4,136_94,35.289894,31.767723,2023-12-20,14:35:20.127
1146937,1,LPR-HIK-SHY-18-1,35.449332,31.801654,2023-12-20,07:17:19.904
1098463,1,LPR-HIK-MKZ-8,34.99917,32.18477,2023-12-20,07:17:24.429
1049673,1,LPR-HIK-SHY-9-2,35.051267,32.182495,2023-12-20,07:17:54.473
1098463,4,0166_91,35.01049,32.187153,2023-12-20,07:18:18.408
11093803,1,LPR-HIK-JER-16,35.191218,31.800925,2023-12-20,07:18:29.160
1098463,4,131_91,35.012236,32.187282,2023-12-20,07:18:44.144
1049673,4,9187_91,35.03019,32.183328,2023-12-20,07:19:47.414
1146937,4,8222_92,35.4902746352768,31.7992742802347,2023-12-20,07:20:10.971
1098463,4,0190_91,35.031223,32.183635,2023-12-20,07:20:31.067
1049673,4,131_91,35.012236,32.187282,2023-12-20,07:21:03.490
1049673,4,0166_91,35.01049,32.187153,2023-12-20,07:21:28.495
10688402,1,LPR-HIK-JER-161,35.263855,31.783369,2023-12-20,07:21:52.175
1098463,1,LPR-HIK-SHY-9-1,35.051267,32.182495,2023-12-20,07:21:54.639
10959402,4,5127_91,35.291194,31.768001,2023-12-20,07:22:28.530
1098463,4,63_82,35.0596,32.1837,2023-12-20,07:22:45.046
10959402,4,5127_93,35.291194,31.768001,2023-12-20,07:23:29.243
1098053,1,LPR-HIK-JER-51,35.111099,31.718702,2023-12-20,07:24:12.744
1164666,1,LPR-HIK-MKZ-19,35.043621,31.896993,2023-12-20,07:24:54.479
1098053,1,LPR-HIK-JER-121,35.119739,31.716478,2023-12-20,07:25:01.134
11432603,4,96_92,35.3097,31.8791,2023-12-20,07:25:41.718
1146937,4,189_82,35.461481,31.895099,2023-12-20,07:28:42.842
1054379,4,30_901,35.157733,31.704161,2023-12-20,07:29:28.409
1146937,4,9901_03,35.463069,31.908981,2023-12-20,07:29:53.063
1071052,1,LPR-HIK-DRM-58,34.9336548,31.3438859,2023-12-20,07:38:10.354
1146937,4,4140_82,35.445775,32.022748,2023-12-20,07:38:11.346
1146937,1,LPR-HIK-SHY-22-1,35.463311,32.046753,2023-12-20,07:39:52.343
1146937,4,9911_04,35.470212,32.054765,2023-12-20,07:40:49.872
1146937,4,9911_03,35.470212,32.054765,2023-12-20,07:40:54.262
1071052,4,6233_82,34.942919,31.359152,2023-12-20,07:41:13.370
1071052,4,6233_81,34.942919,31.359152,2023-12-20,07:41:33.096
1098431,1,LPR-HIK-JER-16,35.191218,31.800925,2023-12-20,07:42:34.862
10979903,1,LPR-HIK-JER-114,35.169831,31.70624,2023-12-20,15:01:31.204
1037731,1,LPR-HIK-JER-16,35.191218,31.800925,2023-12-20,07:47:28.177
10710501,1,LPR-HIK-ZFN-7,35.495444,32.400118,2023-12-20,07:48:00.519
1037476,4,6233_82,34.942919,31.359152,2023-12-20,07:48:59.147
11628203,1,LPR-HIK-MKZ-43,35.00765,32.10786,2023-12-20,07:49:05.411
11628203,1,LPR-HIK-MKZ-252,35.00765,32.10786,2023-12-20,07:49:06.933
1093754,1,LPR-HIK-JER-16,35.191218,31.800925,2023-12-20,07:50:15.214
1037476,1,LPR-HIK-DRM-156,34.934131,31.345369,2023-12-20,07:50:17.768
1037476,1,LPR-HIK-DRM-157,34.934131,31.345369,2023-12-20,07:50:18.078
1039179,1,LibBerehEastRear,35.2342504212575,31.6643103024773,2023-12-20,07:51:07.816
1070331,1,LPR-HIK-JER-58-2,35.263174,31.783818,2023-12-20,07:52:13.439
1096334,1,LPR-HIK-JER-16,35.191218,31.800925,2023-12-20,07:52:33.145
1038432,1,LPR-HIK-JER-5,35.241687,31.809385,2023-12-20,07:55:19.992
1038432,1,LPR-HIK-JER-4,35.2420857,31.808259,2023-12-20,07:55:26.018
1117733,4,5_82,35.0640385,32.066654,2023-12-20,07:58:11.647
1128237,4,5127_91,35.291194,31.768001,2023-12-20,07:59:34.050
1146937,4,9911_01,35.470212,32.054765,2023-12-20,08:01:14.005
1146937,4,9911_04,35.470212,32.054765,2023-12-20,08:01:33.915
1146937,4,9911_02,35.470212,32.054765,2023-12-20,08:01:35.868
1128237,1,LPR-HIK-JER-70,35.289782,31.784179,2023-12-20,08:01:55.414
1117733,4,1025_901,35.103834,32.091554,2023-12-20,08:02:50.814
1128237,1,LPR-HIK-JER-159,35.263855,31.783369,2023-12-20,08:04:02.665
10688402,1,LPR-HIK-JER-38,35.261584,31.783971,2023-12-20,08:04:47.524
1000963,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,15:14:41.612
10688402,1,LPR-HIK-JER-126,35.263757,31.783185,2023-12-20,08:05:02.121
11028103,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,08:05:08.530
10836602,1,LPR-HIK-JER-126,35.263757,31.783185,2023-12-20,08:05:36.453
11645703,4,283_91,35.35136,31.834513,2023-12-20,08:06:27.163
1146937,1,LPR-HIK-SHY-24,35.510835,32.12651,2023-12-20,08:07:13.943
1146937,4,9904_01,35.510502,32.126053,2023-12-20,08:07:14.750
11028103,1,LPR-HIK-JER-161,35.263855,31.783369,2023-12-20,08:08:01.549
1055532,1,LPR-HIK-ZFN-3,35.495251,32.400056,2023-12-20,08:08:31.716
1055532,1,LPR-HIK-ZFN-7,35.495444,32.400118,2023-12-20,08:08:35.408
10836602,4,136_91,35.289894,31.767723,2023-12-20,08:09:34.301
1165768,1,LPR-HIK-JER-51,35.111099,31.718702,2023-12-20,08:12:53.954
1165768,1,LPR-HIK-JER-121,35.119739,31.716478,2023-12-20,08:13:48.370
1075874,1,LPR-HIK-JER-16,35.191218,31.800925,2023-12-20,08:15:01.995
1055532,4,227_83,35.504709,32.325945,2023-12-20,08:16:02.682
1055532,4,9910_02,35.504576,32.325731,2023-12-20,08:16:06.116
1098431,1,LPR-HIK-JER-13,35.19439,31.80083,2023-12-20,08:17:01.293
11090503,1,LPR-HIK-SHY-19-2,35.32453,31.806939,2023-12-20,08:25:09.440
1128237,1,LPR-HIK-JER-13,35.19439,31.80083,2023-12-20,08:25:28.134
1064034,1,LPR-HIK-JER-28-1,35.224568,31.853262,2023-12-20,08:28:38.979
10790903,4,99_93,35.3268237,31.8057158,2023-12-20,08:32:29.369
1165768,1,LPR-HIK-JER-77,35.1227,31.7134,2023-12-20,08:33:58.425
1144737,4,283_91,35.35136,31.834513,2023-12-20,08:36:57.831
11612103,1,LPR-HIK-JER-1,35.252192,31.827897,2023-12-20,08:37:14.597
10790903,4,283_91,35.35136,31.834513,2023-12-20,08:41:20.082
10816803,4,63_82,35.0596,32.1837,2023-12-20,08:42:02.695
10816803,1,LPR-HIK-SHY-9-2,35.051267,32.182495,2023-12-20,08:42:51.942
11612103,1,Site2-35111WestRear,31.91056,35.24941,2023-12-20,08:44:26.063
10816803,4,9187_91,35.03019,32.183328,2023-12-20,08:44:29.597
10816803,4,131_91,35.012236,32.187282,2023-12-20,08:45:39.686
1097467,1,Site53NorthRear2,35.0946081829388,31.9478195121304,2023-12-20,08:48:12.747
1144737,4,5127_93,35.291194,31.768001,2023-12-20,08:48:50.983
1097467,1,LPR-HIK-SHY-16-2,35.066738,31.961334,2023-12-20,08:50:31.098
11612103,4,0639_91,35.2378992,31.9184311,2023-12-20,08:50:55.531
1097352,4,252_90,35.272441,32.176289,2023-12-20,08:51:31.478
1097352,1,Site5SouthRear1,35.2722682594781,32.1758624923592,2023-12-20,08:51:40.836
1097352,1,Site5SouthRear2,35.2722474391943,32.1758607281593,2023-12-20,08:51:41.127
1097352,4,0203_81,35.262089,32.163723,2023-12-20,08:53:17.755
1097352,1,LPR-HIK-SHY-10-1,35.249214,32.174142,2023-12-20,08:54:45.859
1097467,4,33_81,35.031632,31.945002,2023-12-20,08:55:49.769
1097467,1,LPR-HIK-MKZ-75,35.032443,31.94204,2023-12-20,08:55:49.920
1059388,1,LPR-HIK-JER-16,35.191218,31.800925,2023-12-20,08:57:24.533
10790903,4,283_91,35.35136,31.834513,2023-12-20,09:02:22.286
11093803,1,LPR-HIK-JER-13,35.19439,31.80083,2023-12-20,09:10:46.731
1121073,1,LPR-HIK-SHY-9-2,35.051267,32.182495,2023-12-20,09:18:12.217
11022603,1,LPR-HIK-SHY-27,35.1168853,32.1131699,2023-12-20,09:19:41.779
1121073,4,9187_91,35.03019,32.183328,2023-12-20,09:19:43.675
1121073,4,0166_91,35.01049,32.187153,2023-12-20,09:21:25.807
11022603,1,Site65122WestFront,35.1386831,32.1093786,2023-12-20,09:23:01.464
1144737,4,5127_91,35.291194,31.768001,2023-12-20,09:26:02.374
11329903,1,LPR-HIK-JER-32-1,35.216183,31.860145,2023-12-20,09:26:32.168
11216701,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,09:28:31.794
11329903,1,LPR-HIK-JER-26,35.17698,31.87185,2023-12-20,09:29:18.254
11127401,1,LPR-HIK-JER-77,35.1227,31.7134,2023-12-20,09:32:05.514
1053837,4,34_90,35.1348,32.10277,2023-12-20,09:33:50.214
1067533,4,6233_82,34.942919,31.359152,2023-12-20,09:33:53.456
1067533,1,LPR-HIK-DRM-157,34.934131,31.345369,2023-12-20,09:35:16.779
1067533,1,LPR-HIK-DRM-156,34.934131,31.345369,2023-12-20,09:35:16.924
11216701,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,09:37:35.550
11329903,1,LPR-HIK-MKZ-20,35.043621,31.896993,2023-12-20,09:39:44.118
1102674,1,LPR-HIK-JER-70,35.289782,31.784179,2023-12-20,09:45:57.201
1102674,1,LPR-HIK-JER-159,35.263855,31.783369,2023-12-20,09:49:26.783
1144737,4,283_91,35.35136,31.834513,2023-12-20,09:50:59.172
1038432,1,LPR-HIK-JER-5,35.241687,31.809385,2023-12-20,09:56:53.124
1038432,1,LPR-HIK-JER-4,35.2420857,31.808259,2023-12-20,09:56:59.938
1144737,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,10:00:13.929
1144737,1,LPR-HIK-JER-161,35.263855,31.783369,2023-12-20,10:02:54.333
10836602,4,136_92,35.289894,31.767723,2023-12-20,10:03:22.801
10836602,1,LPR-HIK-JER-70,35.289782,31.784179,2023-12-20,10:05:50.370
10836602,1,LPR-HIK-JER-58-1,35.263174,31.783818,2023-12-20,10:07:57.780
1027485,4,136_93,35.289894,31.767723,2023-12-20,10:08:12.277
1027485,4,5127_93,35.291194,31.768001,2023-12-20,10:08:19.505
1146937,1,LPR-HIK-ZFN-7,35.495444,32.400118,2023-12-20,10:08:33.124
10836602,1,LPR-HIK-JER-58-2,35.263174,31.783818,2023-12-20,10:11:29.064
1121073,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,2023-12-20,10:14:22.872
1053837,4,184_91,35.13282,32.113049,2023-12-20,10:16:04.150
1053837,4,184_93,35.13282,32.113049,2023-12-20,10:16:04.667
10959402,4,5127_91,35.291194,31.768001,2023-12-20,10:16:55.022
11511901,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,2023-12-20,10:18:06.929
10959402,1,LPR-HIK-JER-70,35.289782,31.784179,2023-12-20,10:19:17.274
10959402,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,10:22:23.706
1122050,1,LPR-HIK-JER-3,35.191073,31.72583,2023-12-20,10:25:27.873
10836602,1,LPR-HIK-JER-13,35.19439,31.80083,2023-12-20,10:25:30.748
1026167,1,LPR-HIK-SHY-6,34.997738,32.187774,2023-12-20,10:25:57.944
1004134,1,Site46611WestFront2,35.255702,31.854076,2023-12-20,17:02:20.744
1122050,1,LPR-HIK-JER-114,35.169831,31.70624,2023-12-20,10:28:04.666
10958603,1,LPR-HIK-JER-3,35.191073,31.72583,2023-12-20,10:35:33.042
10958603,1,LPR-HIK-JER-114,35.169831,31.70624,2023-12-20,10:38:25.064
1029087,4,136_94,35.289894,31.767723,2023-12-20,10:38:49.495
1102588,1,LPR-HIK-SHY-19-1,35.32453,31.806939,2023-12-20,10:45:27.386
1155634,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,10:47:01.834
11106501,1,LPR-HIK-JER-127,35.227695,31.862105,2023-12-20,10:49:11.871
1085387,1,LPR-HIK-JER-51,35.111099,31.718702,2023-12-20,10:49:12.494
1155634,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,10:49:26.924
1085387,1,LPR-HIK-JER-121,35.119739,31.716478,2023-12-20,10:50:11.292
10908901,1,LPR-HIK-MKZ-3,35.005095,32.040869,2023-12-20,10:54:37.968
1102588,4,1100_91,35.427677,31.797966,2023-12-20,10:55:00.633
1085387,4,30_901,35.157733,31.704161,2023-12-20,10:57:09.208
11090503,1,LPR-HIK-SHY-19-1,35.32453,31.806939,2023-12-20,10:58:37.415
1104573,1,LPR-HIK-JER-1,35.252192,31.827897,2023-12-20,11:09:39.121
10995803,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,2023-12-20,11:12:39.661
10958603,1,LPR-HIK-JER-138,35.205139,31.728214,2023-12-20,11:13:50.992
1027485,4,136_92,35.289894,31.767723,2023-12-20,11:14:30.854
1097352,1,LPR-HIK-SHY-10-2,35.249214,32.174142,2023-12-20,11:15:35.312
1104573,1,LPR-HIK-SHY-19-1,35.32453,31.806939,2023-12-20,11:17:05.797
1097352,4,122_90,35.2623,32.1636,2023-12-20,11:17:31.039
1097352,4,69_90,35.272419,32.175839,2023-12-20,11:19:03.364
1097352,1,Site5NorthFront2,35.272532974515,32.1759618282028,2023-12-20,11:19:04.531
1104573,4,99_92,35.326709,31.805689,2023-12-20,11:19:15.447
1097352,4,80_90,35.272509,32.176568,2023-12-20,11:19:17.592
11645703,4,283_91,35.35136,31.834513,2023-12-20,11:23:58.701
1104573,1,LPR-HIK-SHY-18-1,35.449332,31.801654,2023-12-20,11:28:48.106
11090503,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,11:32:11.024
11645703,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,11:33:27.583
1085888,1,LPR-HIK-MKZ-23,35.0333757,31.9405457,2023-12-20,11:36:09.191
1085888,4,55_81,35.042153,31.9672,2023-12-20,11:39:22.867
11645703,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,11:39:24.609
10995803,1,LPR-HIK-JER-38,35.261584,31.783971,2023-12-20,11:40:29.822
10995803,1,LPR-HIK-JER-126,35.263757,31.783185,2023-12-20,11:40:43.573
1024168,1,LPR-HIK-JER-28-1,35.224568,31.853262,2023-12-20,11:56:54.268
1091071,1,LPR-HIK-JER-3,35.191073,31.72583,2023-12-20,12:01:51.679
1036887,1,LPR-HIK-MKZ-75,35.032443,31.94204,2023-12-20,12:02:19.109
1091071,1,LPR-HIK-JER-114,35.169831,31.70624,2023-12-20,12:04:31.746
1085888,1,LPR-HIK-MKZ-75,35.032443,31.94204,2023-12-20,12:07:46.685
11289301,4,150_91,35.170778,32.264212,2023-12-20,12:09:49.912
1024168,1,LPR-HIK-JER-126,35.263757,31.783185,2023-12-20,12:10:37.670
1091071,4,201_92,35.15971613,31.68576269,2023-12-20,12:10:49.121
11514501,4,992_902,35.004,31.377,2023-12-20,12:11:06.370
11289301,4,207_91,35.14909,32.27385,2023-12-20,12:11:56.445
11289301,1,Site18122NorthFront,35.135946,32.28725,2023-12-20,12:13:31.083
11514501,1,Site92NorthRear2,31.416016,35.033802,2023-12-20,12:13:39.559
11289301,1,Site18112WestRear,35.135415,32.288919,2023-12-20,12:13:51.898
1024168,4,136_94,35.289894,31.767723,2023-12-20,12:14:25.135
11514501,1,Site92NorthRear1,31.416006,35.033783,2023-12-20,12:15:02.967
10951403,1,Site59SouthFront1,28.5115850557096,0.000315678296563364,2023-12-20,12:15:38.421
10951403,4,7210_92,35.291606401207,32.0475860984156,2023-12-20,12:16:19.138
11289301,4,2166_91,35.10339,32.26799,2023-12-20,12:16:52.408
11022603,1,LPR-HIK-MKZ-43,35.00765,32.10786,2023-12-20,12:17:18.308
11022603,1,LPR-HIK-MKZ-252,35.00765,32.10786,2023-12-20,12:17:20.506
11514501,1,Site91NorthFront2,35.021007,31.44376,2023-12-20,12:18:10.073
1049673,1,LPR-HIK-MKZ-8,34.99917,32.18477,2023-12-20,12:18:45.177
11289301,4,6185_92,35.067434,32.277367,2023-12-20,12:19:25.379
11514501,4,144_91,35.030167,31.463442,2023-12-20,12:19:56.777
1049673,4,131_91,35.012236,32.187282,2023-12-20,12:20:28.445
1049673,4,0190_91,35.031223,32.183635,2023-12-20,12:22:07.899
11289301,1,LPR-HIK-MKZ-41,35.03873,32.2802,2023-12-20,12:22:44.781
11514501,4,1160_91,35.0558,31.486,2023-12-20,12:22:53.983
1049673,1,LPR-HIK-SHY-9-1,35.051267,32.182495,2023-12-20,12:23:31.445
11511901,1,LPR-HIK-JER-3,35.191073,31.72583,2023-12-20,12:24:14.084
1049673,4,63_82,35.0596,32.1837,2023-12-20,12:24:18.251
11511901,1,LPR-HIK-JER-114,35.169831,31.70624,2023-12-20,12:27:38.769
1150834,1,LPR-HIK-JER-16,35.191218,31.800925,2023-12-20,12:27:44.830
1048262,1,LPR-HIK-JER-70,35.289782,31.784179,2023-12-20,12:28:37.612
11022603,1,LPR-HIK-SHY-26,35.116581,32.113416,2023-12-20,12:30:09.574
1048262,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,12:31:25.713
11511901,4,86_901,35.15813,31.68419,2023-12-20,12:36:22.452
11632202,4,25_91,35.155511,31.705935,2023-12-20,12:39:16.816
11511901,4,148_93,35.142033,31.651754,2023-12-20,12:40:46.645
1030432,1,LPR-HIK-MKZ-252,35.00765,32.10786,2023-12-20,12:45:57.810
1030432,1,LPR-HIK-MKZ-43,35.00765,32.10786,2023-12-20,12:45:58.987
11395901,1,Site9WestRear1,35.1171642835436,31.6551600851793,2023-12-20,12:48:28.564
1166279,1,LPR-HIK-MKZ-43,35.00765,32.10786,2023-12-20,12:49:39.278
1166279,1,LPR-HIK-MKZ-252,35.00765,32.10786,2023-12-20,12:49:40.050
11632202,1,LPR-HIK-JER-138,35.205139,31.728214,2023-12-20,12:49:41.807
1070331,1,LPR-HIK-JER-141,35.25934,31.798798,2023-12-20,12:52:35.338
1030432,4,184_92,35.13282,32.113049,2023-12-20,12:54:47.217
10816803,1,LPR-HIK-MKZ-7,34.998507,32.184376,2023-12-20,12:55:21.384
1048262,1,LPR-HIK-JER-126,35.263757,31.783185,2023-12-20,12:55:40.541
10816803,1,LPR-HIK-MKZ-8,34.99917,32.18477,2023-12-20,12:55:42.966
10816803,4,0166_91,35.01049,32.187153,2023-12-20,12:56:37.057
10816803,4,0190_91,35.031223,32.183635,2023-12-20,12:58:45.707
10828001,1,LPR-HIK-MKZ-7,34.998507,32.184376,2023-12-20,12:59:28.528
10828001,1,LPR-HIK-MKZ-8,34.99917,32.18477,2023-12-20,12:59:38.566
10816803,1,LPR-HIK-SHY-9-1,35.051267,32.182495,2023-12-20,13:00:01.840
10816803,4,63_82,35.0596,32.1837,2023-12-20,13:00:41.863
11395901,4,161_91,35.141773,31.651222,2023-12-20,13:03:39.862
1122050,4,25_91,35.155511,31.705935,2023-12-20,13:09:20.591
11216701,1,LPR-HIK-JER-126,35.263757,31.783185,2023-12-20,13:09:36.256
1059388,1,LPR-HIK-JER-13,35.19439,31.80083,2023-12-20,13:10:16.567
1030432,4,196_90,35.133328,32.184754,2023-12-20,13:10:18.467
11464501,1,LPR-HIK-JER-3,35.191073,31.72583,2023-12-20,13:11:00.461
11329903,1,LPR-HIK-MKZ-57,35.0417981,31.8975318,2023-12-20,13:12:29.967
1122050,4,201_92,35.15971613,31.68576269,2023-12-20,13:14:00.883
1122050,1,Site15NorthRear1,35.159819,31.685534,2023-12-20,13:14:03.891
1027485,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,13:14:25.930
11464501,1,LPR-HIK-JER-114,35.169831,31.70624,2023-12-20,13:15:05.032
1027485,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,13:17:39.123
11216701,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,13:25:29.097
1030432,4,124_82,35.184777,32.199902,2023-12-20,13:28:39.748
11216701,1,LPR-HIK-JER-160,35.263806,31.783301,2023-12-20,13:29:19.694
1067533,1,LPR-HIK-DRM-58,34.9336548,31.3438859,2023-12-20,13:32:15.388
11127401,1,LPR-HIK-JER-121,35.119739,31.716478,2023-12-20,13:32:23.854
1055532,4,9159_82,35.434536,32.328992,2023-12-20,13:35:12.191
1067533,4,6233_82,34.942919,31.359152,2023-12-20,13:35:18.085
1067533,4,6233_81,34.942919,31.359152,2023-12-20,13:35:37.113
1104573,1,LPR-HIK-SHY-18-2,35.449332,31.801654,2023-12-20,13:38:48.653
10710501,1,LPR-HIK-ZFN-3,35.495251,32.400056,2023-12-20,13:41:30.110
1027485,1,LPR-HIK-JER-13,35.19439,31.80083,2023-12-20,13:42:31.042
1030432,4,124_81,35.184777,32.199902,2023-12-20,13:43:35.102
11123203,1,LPR-HIK-JER-26,35.17698,31.87185,2023-12-20,13:46:56.588
10750501,1,LPR-HIK-JER-77,35.1227,31.7134,2023-12-20,13:47:15.474
1104573,1,LPR-HIK-SHY-19-2,35.32453,31.806939,2023-12-20,13:48:00.551
10710501,4,227_83,35.504709,32.325945,2023-12-20,13:48:24.858
11216701,1,LPR-HIK-JER-3,35.191073,31.72583,2023-12-20,13:52:55.935
11123203,1,LPR-HIK-MKZ-19,35.043621,31.896993,2023-12-20,13:55:19.223
1043562,1,Site2-33SouthFront,35.228286,31.925603,2023-12-20,13:58:47.616
1043562,4,97_82,35.2277197,31.925127,2023-12-20,13:58:55.255
1043562,4,97_81,35.2277197,31.925127,2023-12-20,13:58:58.158
11216701,1,LPR-HIK-JER-114,35.169831,31.70624,2023-12-20,13:59:34.436
1043562,1,Site2-35162SouthRear,31.910757,35.250696,2023-12-20,14:01:54.995
1019852,1,LPR-HIK-JER-38,35.261584,31.783971,2023-12-20,14:02:25.632
1019852,1,LPR-HIK-JER-126,35.263757,31.783185,2023-12-20,14:02:36.383
1024168,1,LPR-HIK-JER-70,35.289782,31.784179,2023-12-20,14:04:09.041
1024168,1,LPR-HIK-JER-159,35.263855,31.783369,2023-12-20,14:06:16.656
11329903,1,LPR-HIK-JER-127,35.227695,31.862105,2023-12-20,14:06:38.933
1026167,1,LPR-HIK-MKZ-7,34.998507,32.184376,2023-12-20,14:06:47.690
11216701,1,LPR-HIK-JER-122,35.119916,31.716628,2023-12-20,14:06:48.156
10979903,4,30_901,35.157733,31.704161,2023-12-20,14:09:09.205
1029087,4,136_93,35.289894,31.767723,2023-12-20,14:10:55.556
1030432,1,LPR-HIK-SHY-10-2,35.249214,32.174142,2023-12-20,14:11:34.893
1030432,4,0203_81,35.262089,32.163723,2023-12-20,14:13:01.742
1043562,4,249_92,35.2519787,31.832347,2023-12-20,14:14:04.675
1165768,1,LPR-HIK-JER-51,35.111099,31.718702,2023-12-20,14:15:30.500
1165768,1,LPR-HIK-JER-121,35.119739,31.716478,2023-12-20,14:16:28.324
1037731,1,LPR-HIK-JER-32-1,35.216183,31.860145,2023-12-20,14:17:10.415
1030432,4,7136_902,35.256567,32.116201,2023-12-20,14:20:31.228
1030432,4,7136_902,35.256567,32.116201,2023-12-20,14:20:31.228
11420101,1,LPR-HIK-DRM-58,34.9336548,31.3438859,2023-12-20,14:21:54.538
10828001,1,LPR-HIK-SHY-6,34.997738,32.187774,2023-12-20,14:25:30.973
10828001,4,0166_91,35.01049,32.187153,2023-12-20,14:27:40.113
1030432,1,Site66WestFront1,35.165001,32.109673,2023-12-20,14:28:05.116
1068860,4,201_93,35.15971613,31.68576269,2023-12-20,14:28:44.035
1030432,1,Site65122WestFront,35.1386831,32.1093786,2023-12-20,14:30:47.215
10793HI,4,7111_91,35.349665,32.042729,2023-12-20,14:30:53.285
1102588,4,1100_91,35.427677,31.797966,2023-12-20,14:34:37.596
1024168,1,LPR-HIK-JER-28-1,35.224568,31.853262,2023-12-20,14:35:36.234
11420101,1,Site92NorthRear2,31.416016,35.033802,2023-12-20,14:37:33.294
11420101,1,Site92NorthRear1,31.416006,35.033783,2023-12-20,14:38:56.739
1165768,1,LPR-HIK-JER-77,35.1227,31.7134,2023-12-20,14:39:29.732
11420101,1,Site91NorthFront2,35.021007,31.44376,2023-12-20,14:41:46.407
11420101,4,144_91,35.030167,31.463442,2023-12-20,14:43:22.685
1102588,1,LPR-HIK-SHY-19-2,35.32453,31.806939,2023-12-20,14:44:21.041
1093754,1,LPR-HIK-JER-13,35.19439,31.80083,2023-12-20,14:44:31.302
10908901,1,LPR-HIK-MKZ-3,35.005095,32.040869,2023-12-20,14:44:36.341
10908901,1,LPR-HIK-MKZ-2,35.006085,32.040225,2023-12-20,14:44:54.178
1029087,1,LPR-HIK-JER-71,35.2897828,31.7841793,2023-12-20,14:45:33.522
1036887,1,LPR-HIK-MKZ-23,35.0333757,31.9405457,2023-12-20,14:45:52.962
11420101,4,1160_91,35.0558,31.486,2023-12-20,14:46:22.851
1029087,1,LPR-HIK-JER-161,35.263855,31.783369,2023-12-20,14:48:09.665
1036887,4,55_81,35.042153,31.9672,2023-12-20,14:48:32.146
1036887,4,55_82,35.042153,31.9672,2023-12-20,14:48:40.900
10979903,1,LPR-HIK-JER-3,35.191073,31.72583,2023-12-20,14:51:28.449
1085387,1,LPR-HIK-JER-3,35.191073,31.72583,2023-12-20,14:52:13.889
11420101,4,24_92,35.095634,31.497428,2023-12-20,14:52:37.411
1065668,1,LPR-HIK-MKZ-252,35.00765,32.10786,2023-12-20,14:54:18.010
1065668,1,LPR-HIK-MKZ-43,35.00765,32.10786,2023-12-20,14:54:18.150
10809403,4,8222_92,35.4902746352768,31.7992742802347,2023-12-20,14:55:12.363
11420101,4,48_91,35.1183,31.5003,2023-12-20,14:55:40.431
10908901,4,35_81,35.040403,32.063814,2023-12-20,14:56:07.725
1112671,4,255_82,35.0402427,32.2816059,2023-12-20,14:57:52.751
1112671,4,255_81,35.0402427,32.2816059,2023-12-20,14:57:59.036
11420101,4,129_92,35.133017,31.504973,2023-12-20,14:58:26.701
11420101,4,129_91,35.133017,31.504973,2023-12-20,14:58:35.329
